Sl. No,Field Name,Field Type,Example
7451,Sizes,list,"['UK 6 / EU 39.5', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43.5', 'UK 10 / EU 44.5', 'UK 11 / EU 45.5', 'UK 12 / EU 47', 'UK 13 / EU 48', 'UK 14 / EU 49.5']"
7452,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00738000_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00738000_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00738000_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00738000_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00738000_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00738000_d4.jpg']"
7453,breadcrumbs,list,"['Men', 'Designers', 'John Lobb', 'Shoes', 'Loafers']"
7454,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/47/P00752865.jpg
7455,brand_name,string,John Lobb
7456,product_name,string,Lopez suede penny loafers
7457,product_price,string,"€ 1,195"
7458,product_id,string,P00752865
7459,Description,string,"The Lopez loafers by John Lobb are made from dark brown calfskin in Great Britain and feature a rounded toe cap, distinctive stitching and a leather outsole."
7460,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 11.5 / EU 45.5', 'UK 12 / EU 46']"
7461,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/47/P00752865_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/47/P00752865_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/47/P00752865_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/47/P00752865_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/47/P00752865_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/47/P00752865_d4.jpg']"
7462,breadcrumbs,list,"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'Low-Top']"
7463,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00795742.jpg
7464,brand_name,string,Givenchy
7465,product_name,string,G4 leather low-top sneakers
7466,product_price,string,€ 645
7467,product_id,string,P00795742
7468,Description,string,"The G4 sneakers from Givenchy are made from leather in a low-top lace-up style. They feature contrast paneling, including logo-detailed heel tabs and debossed 4G emblems at the sides."
7469,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
7470,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00795742_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00795742_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00795742_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00795742_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00795742_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00795742_d4.jpg']"
7471,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Slippers']"
7472,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00773813.jpg
7473,brand_name,string,Bottega Veneta
7474,product_name,string,Alfie leather slippers
7475,product_price,string,"€ 1,055"
7476,product_id,string,P00773813
7477,Description,string,"Bottega Veneta's artful intrecciato weaving technique was developed back in the 1960s to guarantee the longevity of leather goods. Appearing in a ""Fondant"" color, these slippers have slingback straps and polished hardware."
7478,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
7479,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00773813_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00773813_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00773813_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00773813_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00773813_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00773813_d4.jpg']"
7480,breadcrumbs,list,"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Low-Top']"
7481,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a2/P00786693.jpg
7482,brand_name,string,Saint Laurent
7483,product_name,string,Logo embroidered leather sneakers
7484,product_price,string,€ 529
7485,product_id,string,P00786693
7486,Description,string,These low-top sneakers from Saint Laurent are made from leather and feature logo embroidery with contrast thread. This lace-up design was made in Italy and comes with round toes and rubber soles.
7487,Sizes,list,"['EU 39', 'EU 39.5', 'EU 40', 'EU 40.5', 'EU 41', 'EU 41.5', 'EU 42', 'EU 42.5', 'EU 43', 'EU 43.5', 'EU 44', 'EU 44.5', 'EU 45', 'EU 45.5', 'EU 46', 'EU 47', 'EU 48']"
7488,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a2/P00786693_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a2/P00786693_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a2/P00786693_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a2/P00786693_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a2/P00786693_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a2/P00786693_d4.jpg']"
7489,breadcrumbs,list,"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sandals & slides']"
7490,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00775837.jpg
7491,brand_name,string,Saint Laurent
7492,product_name,string,Cassandre leather thong sandals
7493,product_price,string,€ 629
7494,product_id,string,P00775837
7495,Description,string,The Cassandre thong sandals from Saint Laurent are made entirely from leather and are set upon flat soles. They secure with buckle-fastening ankle straps and feature the brand's unmistakable logo in gold hardware.
7496,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
7497,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00775837_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00775837_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00775837_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00775837_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00775837_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00775837.jpg']"
7498,breadcrumbs,list,"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'Low-Top']"
7499,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00814598.jpg
7500,brand_name,string,Givenchy
7501,product_name,string,City Sport leather sneakers
7502,product_price,string,€ 605
7503,product_id,string,P00814598
7504,Description,string,Opt for the City Sport sneakers from Givenchy the next time you step out. They're made from smooth black calfskin leather and feature matching webbing with the brand's embroidered logo on the uppers.
7505,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
7506,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00814598_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00814598_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00814598_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00814598_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00814598_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00814598_d4.jpg']"
7507,breadcrumbs,list,"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'Low-Top']"
7508,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00814596.jpg
7509,brand_name,string,Givenchy
7510,product_name,string,City Sport leather sneakers
7511,product_price,string,€ 545
7512,product_id,string,P00814596
7513,Description,string,Givenchy's City Sport sneakers are poised for everyday wear. They're made from smooth calfskin leather with a 4G metal emblem on the tongue and contrast color heel counters.
7514,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
7515,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00814596_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00814596_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00814596_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00814596_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00814596_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00814596_d4.jpg']"
7516,breadcrumbs,list,"['Men', 'Designers', 'Berluti', 'Shoes', 'Loafers']"
7517,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5b/P00735457.jpg
7518,brand_name,string,Berluti
7519,product_name,string,Andy suede loafers
7520,product_price,string,"€ 1,555"
7521,product_id,string,P00735457
7522,Description,string,"Find loafers to love with the Andy style from Berluti. Made from velvety-soft suede, they’re shaped with angular squared toes, leather heel tabs, and low stacked heels."
7523,Sizes,list,"['UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']"
7524,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5b/P00735457_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5b/P00735457_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5b/P00735457_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5b/P00735457_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5b/P00735457_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5b/P00735457_d4.jpg']"
7525,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sandals & slides']"
7526,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f9/P00752563.jpg
7527,brand_name,string,Christian Louboutin
7528,product_name,string,Leather logo sandals
7529,product_price,string,€ 549
7530,product_id,string,P00752563
7531,Description,string,"These sandals from Christian Louboutin are defined by their sleek silhouette and hybrid style. Made from supple leather, the design features polished logo hardware on the banded uppers and molded croc-effect footbeds for comfortable wear."
7532,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
7533,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f9/P00752563_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f9/P00752563_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f9/P00752563_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f9/P00752563_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f9/P00752563_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f9/P00752563_d4.jpg']"
7534,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sandals & slides']"
7535,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d3/P00752585.jpg
7536,brand_name,string,Christian Louboutin
7537,product_name,string,Hot Cross slides
7538,product_price,string,€ 419
7539,product_id,string,P00752585
7540,Description,string,"Christian Louboutin's Hot Cross slides are an elevated essential for warm-weather styling. They feature crossed cotton straps, jute-trimmed soles, and subtle logo detailing."
7541,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
7542,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d3/P00752585_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d3/P00752585_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d3/P00752585_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d3/P00752585_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d3/P00752585_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d3/P00752585_d4.jpg']"
7543,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']"
7544,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00752589.jpg
7545,brand_name,string,Christian Louboutin
7546,product_name,string,Louis Junior Spikes leather sneakers
7547,product_price,string,€ 635
7548,product_id,string,P00752589
7549,Description,string,"Modeled after traditional tennis shoes, Christian Louboutin’s Louis Junior sneakers lend signature sophistication to your every look. Crafted from white leather with tonal Loubispikes, this low-top pair is finished with brand-iconic red soles."
7550,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47', 'EU 48']"
7551,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00752589_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00752589_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00752589_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00752589_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00752589_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00752589_d4.jpg']"
7552,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Sneakers', 'Designer sneakers']"
7553,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00773843.jpg
7554,brand_name,string,Bottega Veneta
7555,product_name,string,Canvas sneakers
7556,product_price,string,€ 585
7557,product_id,string,P00773843
7558,Description,string,"These canvas sneakers from Bottega Veneta have flat rubber soles and rounded toes. Made in Italy, the low-top design has tonal laces and a pull tab lined in the brand's signature Parakeet green."
7559,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
7560,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00773843_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00773843_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00773843_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00773843_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00773843_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00773843_d4.jpg']"
7561,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Loafers']"
7562,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/00/P00752566.jpg
7563,brand_name,string,Christian Louboutin
7564,product_name,string,Varsiboat suede loafers
7565,product_price,string,€ 635
7566,product_id,string,P00752566
7567,Description,string,"Crafted from supple suede, the Varsiboat loafers from Christian Louboutin feature a rounded silhouette with logo detailing embossed on the front. The blue pair is set on rubber soles for comfort."
7568,Sizes,list,"['EU 39', 'EU 39.5', 'EU 40', 'EU 40.5', 'EU 41', 'EU 41.5', 'EU 42', 'EU 42.5', 'EU 43', 'EU 43.5', 'EU 44', 'EU 44.5', 'EU 45', 'EU 45.5', 'EU 46', 'EU 46.5', 'EU 47', 'EU 48']"
7569,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/00/P00752566_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/00/P00752566_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/00/P00752566_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/00/P00752566_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/00/P00752566_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/00/P00752566_d4.jpg']"
7570,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Slippers']"
7571,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00773841.jpg
7572,brand_name,string,Bottega Veneta
7573,product_name,string,Intrecciato slippers
7574,product_price,string,€ 379
7575,product_id,string,P00773841
7576,Description,string,"Made in Italy, these Bottega Veneta clogs are shaped into the brand’s forever-iconic Intrecciato weave. Developed by Bottega Veneta as a durable leather alternative, the rubber fabrication lends an unexpectedly modern appeal."
7577,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
7578,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00773841_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00773841_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00773841_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00773841_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00773841_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00773841_d4.jpg']"
7579,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sandals & slides']"
7580,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00752578.jpg
7581,brand_name,string,Christian Louboutin
7582,product_name,string,Embellished suede slides
7583,product_price,string,€ 505
7584,product_id,string,P00752578
7585,Description,string,"These slides are made of tactile suede with articulated vamp straps that are embellished with plaques. Finished with Christian Louboutin's iconic red soles, this pair makes every step you take a sophisticated one."
7586,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
7587,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00752578_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00752578_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00752578_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00752578_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00752578_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00752578_d4.jpg']"
7588,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Low-Top']"
7589,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8f/P00807230.jpg
7590,brand_name,string,Balenciaga
7591,product_name,string,3XL mesh sneakers
7592,product_price,string,€ 925
7593,product_id,string,P00807230
7594,Description,string,"Add the 3XL sneakers from Balenciaga to your rotation. Made from layers of mesh, the leather-free sneakers are a stand-out silhouette with logo-embossed details and an additional pair of laces around the uppers."
7595,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
7596,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8f/P00807230_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8f/P00807230_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8f/P00807230_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8f/P00807230_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8f/P00807230_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8f/P00807230_d4.jpg']"
7597,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']"
7598,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00752581.jpg
7599,brand_name,string,Christian Louboutin
7600,product_name,string,Louis Junior Spikes suede sneakers
7601,product_price,string,€ 669
7602,product_id,string,P00752581
7603,Description,string,"Modeled after traditional tennis shoes, Christian Louboutin’s Louis Junior sneakers lend signature sophistication to your every look. Crafted from suede with tonal Loubispikes, this low-top pair is finished with brand-iconic red soles."
7604,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47', 'EU 48']"
7605,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00752581_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00752581_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00752581_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00752581_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00752581_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00752581_d4.jpg']"
7606,breadcrumbs,list,"['Men', 'Designers', 'Gucci', 'Shoes', 'Sandals & slides']"
7607,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/07/P00773765.jpg
7608,brand_name,string,Gucci
7609,product_name,string,GG Supreme canvas slides
7610,product_price,string,€ 330
7611,product_id,string,P00773765
7612,Description,string,"These loungewear slides from Gucci come in grey and are crafted from the label's GG Supreme canvas. The style rests atop tonal rubber soles, creating a dynamic finish."
7613,Sizes,list,"['UK 5 / EU 39', 'UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']"
7614,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/07/P00773765_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/07/P00773765_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/07/P00773765_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/07/P00773765_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/07/P00773765_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/07/P00773765_d4.jpg']"
7615,breadcrumbs,list,"['Men', 'Designers', 'Loro Piana', 'Shoes', 'Sneakers', 'Low-Top']"
7616,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00738131.jpg
7617,brand_name,string,Loro Piana
7618,product_name,string,360 LP Flexy Walk Wish® wool sneakers
7619,product_price,string,€ 659
7620,product_id,string,P00738131
7621,Description,string,The 360 LP Flexy Walk sneakers from Loro Piana are defined by their sock-like construction and chevron uppers. The style is made from  Wish® wool - derived from Merino sheep bred in Australia and New Zealand.
7622,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
7623,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00738131_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00738131_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00738131_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00738131_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00738131_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00738131_d4.jpg']"
7624,breadcrumbs,list,"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Designer sneakers']"
7625,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4c/P00775919.jpg
7626,brand_name,string,Saint Laurent
7627,product_name,string,SL/61 leather and suede sneakers
7628,product_price,string,€ 615
7629,product_id,string,P00775919
7630,Description,string,"The SL/61 sneakers from Saint Laurent are our go-to style for everyday off-duty looks. Crafted in Italy from panels of leather, mesh, and suede, the low-top style features logo detailing at the heel tabs, sides, and outsoles."
7631,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
7632,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4c/P00775919_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4c/P00775919_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4c/P00775919_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4c/P00775919_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4c/P00775919_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4c/P00775919_d4.jpg']"
7633,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Boots', 'Chelsea boots']"
7634,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00752572.jpg
7635,brand_name,string,Christian Louboutin
7636,product_name,string,Chelsea Cloo suede boots
7637,product_price,string,"€ 1,005"
7638,product_id,string,P00752572
7639,Description,string,"The Chelsea Cloo suede boots have signature silver spikes that border the almond toes and stretchy side panels. Finished with Christian Louboutin's iconic red soles, this pair makes every step you take a sophisticated one."
7640,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
7641,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00752572_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00752572_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00752572_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00752572_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00752572_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00752572_d4.jpg']"
7642,breadcrumbs,list,"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Low-Top']"
